PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
December 2023,PTV/FLAT,Panelmarket,LG,OLED55CS3VA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,95,"100,386","1,057","2,041,129","21,486","109,169","1,149"
December 2023,PTV/FLAT,Panelmarket,LG,43UR73006LA,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,161,"51,534",320,"1,047,832","6,507","56,043",348
December 2023,PTV/FLAT,Panelmarket,LG,55UP7500PVG,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,45,"15,817",351,"321,605","7,147","17,201",382
December 2023,PTV/FLAT,Panelmarket,LG,55QNED806QA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,10,"7,196",703,"146,319","14,296","7,826",765
December 2023,PTV/FLAT,Panelmarket,LG,86NANO776RA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,141,"193,606","1,373","3,936,566","27,919","210,546","1,493"
December 2023,PTV/FLAT,Panelmarket,LG,86NANO796QA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,20,"26,685","1,334","542,580","27,129","29,020","1,451"
December 2023,PTV/FLAT,Panelmarket,LG,55NANO776RA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,35,"22,060",630,"448,542","12,805","23,990",685
December 2023,PTV/FLAT,Panelmarket,LG,43LM6370PVA,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,11,"3,239",294,"65,862","5,987","3,523",320
December 2023,PTV/FLAT,Panelmarket,LG,65QNED816RA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,28,"33,528","1,197","681,724","24,347","36,462","1,302"
December 2023,PTV/FLAT,Panelmarket,LG,32LQ630B6LB,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"2,651",166,"53,895","3,368","2,883",180
December 2023,PTV/FLAT,Panelmarket,LG,75UQ90006LC,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,14,"8,557",611,"173,992","12,428","9,306",665
December 2023,PTV/FLAT,Panelmarket,LG,70UR80006LJ,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,63,"45,000",714,"914,978","14,519","48,937",777
December 2023,PTV/FLAT,Panelmarket,LG,OLED65CS6LA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,9,"16,320","1,813","331,841","36,871","17,748","1,972"
December 2023,PTV/FLAT,Panelmarket,LG,75UP7550PVC,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"8,695",580,"176,789","11,786","9,456",630
December 2023,PTV/FLAT,Panelmarket,LG,70UP7550PVD,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,10,"4,844",484,"98,490","9,849","5,268",527
December 2023,PTV/FLAT,Panelmarket,LG,65UP7500PVG,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,19,"7,932",417,"161,282","8,489","8,626",454
December 2023,PTV/FLAT,Panelmarket,LG,OLED65CS3VA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,20,"42,478","2,099","863,703","42,683","46,195","2,283"
December 2023,PTV/FLAT,Panelmarket,LG,OLED48C26LA,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,5,"5,242","1,042","106,595","21,192","5,701","1,133"
December 2023,PTV/FLAT,Panelmarket,LG,OLED55C1PVB,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"8,222","1,028","167,184","20,898","8,942","1,118"
December 2023,PTV/FLAT,Panelmarket,LG,55NANO86VPA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,13,"10,227",787,"207,935","15,995","11,121",855
December 2023,PTV/FLAT,Panelmarket,LG,70UQ90006LC,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"5,311",664,"107,992","13,499","5,776",722
December 2023,PTV/FLAT,Panelmarket,LG,OLED48C1PVB,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,13,"12,737",980,"258,987","19,922","13,852","1,066"
December 2023,PTV/FLAT,Panelmarket,LG,75QNED816RA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,27,"46,056","1,706","936,460","34,684","50,086","1,855"
December 2023,PTV/FLAT,Panelmarket,LG,55NANO75VPA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,880,440,"17,898","8,949",957,479
December 2023,PTV/FLAT,Panelmarket,LG,55NANO80VPA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,12,"9,440",787,"191,940","15,995","10,266",855
December 2023,PTV/FLAT,Panelmarket,LG,55UN7100PVA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,738,246,"14,998","4,999",802,267
December 2023,PTV/FLAT,Panelmarket,LG,86NANO75VPA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"5,089","1,623","103,479","32,999","5,535","1,765"
December 2023,PTV/FLAT,Panelmarket,LG,75NANO80VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,6,"9,146","1,524","185,970","30,995","9,947","1,658"
December 2023,PTV/FLAT,Panelmarket,LG,75NANO85VPA,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,4,"6,098","1,524","123,980","30,995","6,631","1,658"
December 2023,PTV/FLAT,Panelmarket,LG,OLED48C36LA,OLED-DISPLAY,48,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,2,"2,344","1,155","47,658","23,477","2,549","1,256"
December 2023,PTV/FLAT,Panelmarket,LG,86QNED816RA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"4,377","2,189","89,000","44,500","4,760","2,380"
December 2023,PTV/FLAT,Panelmarket,LG,OLED77C36LA,OLED-DISPLAY,77,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,11,"37,869","3,443","769,990","69,999","41,183","3,744"
December 2023,PTV/FLAT,Panelmarket,LG,65NANO75VPA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"1,411",470,"28,698","9,566","1,535",512
December 2023,PTV/FLAT,Panelmarket,LG,86QNED856QA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"13,082","3,270","265,992","66,498","14,227","3,557"
December 2023,PTV/FLAT,Panelmarket,LG,55QNED816RA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"6,039",863,"122,794","17,542","6,568",938
December 2023,PTV/FLAT,Panelmarket,LG,OLED65G36LA,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"6,299","3,103","128,069","63,088","6,850","3,374"
December 2023,PTV/FLAT,Panelmarket,LG,55UK6300PVB,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"2,410",344,"48,993","6,999","2,620",374
December 2023,PTV/FLAT,Panelmarket,LG,OLED55C1PVA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,590,590,"11,999","11,999",642,642
December 2023,PTV/FLAT,Panelmarket,LG,55NANO80VNA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"2,582",369,"52,497","7,500","2,808",401
December 2023,PTV/FLAT,Panelmarket,LG,OLED55CXPVA,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,11,"7,033",639,"142,995","13,000","7,648",695
December 2023,PTV/FLAT,Panelmarket,LG,OLED83C36LA,OLED-DISPLAY,83,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,1,"6,271","6,271","127,499","127,499","6,819","6,819"
December 2023,PTV/FLAT,Panelmarket,LG,82UN8080PVA,LCD-DISPLAY,82,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"1,721",861,"34,999","17,500","1,872",936
December 2023,PTV/FLAT,Panelmarket,LG,65NANO80VNA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"1,402",467,"28,499","9,500","1,524",508
December 2023,PTV/FLAT,Panelmarket,LG,65NANO80VPA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,114,114,"2,317","2,317",124,124
December 2023,PTV/FLAT,Panelmarket,LG,55NANO79VND,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,492,492,"9,999","9,999",535,535
December 2023,PTV/FLAT,Panelmarket,LG,55UM7340PVA,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,381,381,"7,741","7,741",414,414
December 2023,PTV/FLAT,Panelmarket,LG,65UN7100PVA,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,576,576,"11,708","11,708",626,626
December 2023,PTV/FLAT,Panelmarket,LG,24MT48AF,LCD-DISPLAY,24,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,1,93,93,"1,899","1,899",102,102
December 2023,PTV/FLAT,Panelmarket,LG,86NANO85VPA,LCD-DISPLAY,86,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,475","1,475","29,999","29,999","1,604","1,604"
December 2023,PTV/FLAT,Panelmarket,LG,<Others>,,,,,,,,,1,688,688,"13,999","13,999",749,749
December 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-39AHD,LCD-DISPLAY,39,1366x768,NO LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,130,"16,164",124,"328,660","2,528","17,578",135
December 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-43FHD,LCD-DISPLAY,43,1920x1080,NO LED,Full HD,No Smart TV,NOT CURVED,DVB-T,93,"13,752",148,"279,623","3,007","14,956",161
December 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-50DUD,LCD-DISPLAY,50,3840x2160,NO LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2,16,"3,476",217,"70,676","4,417","3,780",236
December 2023,PTV/FLAT,Panelmarket,MAXDORF,MD-32AHD,LCD-DISPLAY,32,1366x768,NO LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,50,"4,922",98,"100,074","2,001","5,352",107
December 2023,PTV/FLAT,Panelmarket,NOKIA,50TAUHDN,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,2,479,282,"9,734","5,726",521,306
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM326,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,"1,213","107,739",89,"2,190,639","1,806","117,166",97
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-4040,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,438,"64,338",147,"1,308,168","2,987","69,967",160
December 2023,PTV/FLAT,Panelmarket,OMEGA,SLM-50C4,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,348,"63,025",181,"1,281,472","3,682","68,539",197
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-4039,LCD-DISPLAY,39,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,18,"2,168",120,"44,082","2,449","2,358",131
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-5050,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,169,"37,059",219,"753,522","4,459","40,302",238
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM- 4043,LCD-DISPLAY,43,1980x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,198,"28,575",144,"581,012","2,934","31,075",157
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-199,LCD-DISPLAY,19,1280x1024,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,118,"5,603",47,"113,916",965,"6,093",52
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-32C,LCD-DISPLAY,32,1360x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,13,"1,086",84,"22,084","1,699","1,181",91
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-176,LCD-DISPLAY,17,1280x1024,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,20,779,39,"15,840",792,847,42
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-403,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,16,"2,122",133,"43,152","2,697","2,308",144
December 2023,PTV/FLAT,Panelmarket,OMEGA,SLM-55C3,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,8,"1,795",224,"36,495","4,562","1,952",244
December 2023,PTV/FLAT,Panelmarket,OMEGA,OM-412,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,2,285,142,"5,789","2,895",310,155
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-32HDR,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,554,"54,643",99,"1,111,053","2,006","59,424",107
December 2023,PTV/FLAT,Panelmarket,ORION,OLED32BF,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/S,69,"5,479",79,"111,396","1,614","5,958",86
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-45FHDA,LCD-DISPLAY,45,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,109,"24,809",228,"504,448","4,628","26,980",248
December 2023,PTV/FLAT,Panelmarket,ORION,OTV-55UVS,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,110,"31,953",290,"649,704","5,906","34,749",316
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-40FHD,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,13,"2,459",189,"49,994","3,846","2,674",206
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-39HDRA,LCD-DISPLAY,39,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,385,"49,236",128,"1,001,109","2,600","53,544",139
December 2023,PTV/FLAT,Panelmarket,ORION,OTV-43UVS,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,190,"33,982",179,"690,960","3,637","36,956",195
December 2023,PTV/FLAT,Panelmarket,ORION,OTV-32HDVS,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,66,"7,567",115,"153,866","2,331","8,229",125
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-50UHD,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2/S,174,"40,799",234,"829,561","4,768","44,369",255
December 2023,PTV/FLAT,Panelmarket,ORION,OTV-50UVS,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,67,"16,448",245,"334,434","4,992","17,887",267
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-43FHD,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,79,"15,457",196,"314,292","3,978","16,810",213
December 2023,PTV/FLAT,Panelmarket,ORION,OTV65UVS,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,32,"14,522",454,"295,283","9,228","15,793",494
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-24HD,LCD-DISPLAY,24,1280x720,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,37,"3,067",83,"62,363","1,685","3,335",90
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T,93,"25,061",269,"509,561","5,479","27,254",293
December 2023,PTV/FLAT,Panelmarket,ORION,OLED-50FHDC,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T,37,"7,978",216,"162,213","4,384","8,676",234
December 2023,PTV/FLAT,Panelmarket,ORION,OTV-58UVS,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,32,"8,068",252,"164,043","5,126","8,774",274
December 2023,PTV/FLAT,Panelmarket,ORION,OLEDS-55UHD,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,2,688,344,"13,999","6,999",749,374
December 2023,PTV/FLAT,Panelmarket,ORION,OLEDS-65UHD,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,16,"7,820",489,"158,993","9,937","8,504",531
December 2023,PTV/FLAT,Panelmarket,PANASONIC,TH-49E325Q,LCD-DISPLAY,49,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,1,147,147,"2,999","2,999",160,160
December 2023,PTV/FLAT,Panelmarket,PHILIPS,43PHT5505,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,18,"2,724",151,"55,382","3,070","2,962",164
December 2023,PTV/FLAT,Panelmarket,PHILIPS,43PFT6915,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,38,"6,581",172,"133,806","3,488","7,157",187
December 2023,PTV/FLAT,Panelmarket,PHILIPS,32PHT4002,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"1,619",108,"32,925","2,195","1,761",117
December 2023,PTV/FLAT,Panelmarket,PHILIPS,55PUT8215,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"1,079",344,"21,948","6,999","1,174",374
December 2023,PTV/FLAT,Panelmarket,PHILIPS,40PFT5583-98,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,1,167,167,"3,399","3,399",182,182
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA40N5300,LCD-DISPLAY,40,1366x768,LED,HD Ready,Smart TV,NOT CURVED,n.a.,"2,122","510,161",240,"10,373,046","4,889","554,800",261
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32T5300A,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T/T2/S/C,"2,115","312,721",148,"6,358,519","3,006","340,084",161
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA50AU7000,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,786,"275,788",351,"5,607,562","7,131","299,919",381
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55AU7000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,641,"279,710",437,"5,687,322","8,877","304,185",475
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43T5300,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/S,784,"198,520",253,"4,036,486","5,148","215,890",275
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55CU7000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,782","681,099",382,"13,848,708","7,771","740,695",416
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5003,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,165,"21,427",130,"435,675","2,641","23,302",141
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65CU7000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,610","796,060",494,"16,186,211","10,054","865,715",538
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA50CU7000,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,"1,080","417,800",387,"8,495,080","7,862","454,357",421
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43AU7000,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,635,"173,136",272,"3,520,357","5,540","188,285",296
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA58CU7000,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,285,"113,264",397,"2,302,996","8,081","123,175",432
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65AU7000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,348,"164,747",474,"3,349,775","9,634","179,162",515
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43CU7000,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,902,"264,651",293,"5,381,117","5,966","287,808",319
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5300,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,n.a.,512,"58,044",113,"1,180,204","2,305","63,123",123
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA70AU7000,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,350,"216,216",618,"4,396,298","12,565","235,135",672
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75AU7000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,142,"102,744",724,"2,089,079","14,712","111,734",787
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60C,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,884,"560,717",634,"11,400,999","12,893","609,780",690
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA70CU7000,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,269,"158,942",590,"3,231,753","12,007","172,849",642
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75CU7000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,646,"476,228",737,"9,683,098","14,981","517,898",801
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,83,"52,092",626,"1,059,176","12,721","56,650",680
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,85,"41,579",490,"845,424","9,966","45,217",533
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60C,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,586,"291,342",497,"5,923,835","10,107","316,835",541
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5001,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/C,238,"46,650",196,"948,535","3,983","50,732",213
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA40N5000,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2/C,150,"25,949",173,"527,618","3,517","28,220",188
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q60C,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,366,"358,735",980,"7,294,131","19,920","390,125","1,065"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50Q60B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,155,"57,734",372,"1,173,904","7,574","62,786",405
