PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50QN90B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,90,"48,782",540,"991,880","10,990","53,050",588
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q60B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,42,"42,266","1,003","859,391","20,396","45,964","1,091"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA85CU7000,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,207,"242,411","1,172","4,928,914","23,824","263,622","1,274"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA85BU8000,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,76,"90,530","1,189","1,840,735","24,166","98,451","1,293"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q60C,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,162,"233,378","1,441","4,745,261","29,304","253,799","1,567"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA43QN90B,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,51,"24,045",471,"488,899","9,581","26,149",512
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q70C,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,212,"161,402",761,"3,281,764","15,468","175,524",827
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43N5000,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/S,103,"15,011",145,"305,212","2,954","16,324",158
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q60B,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,25,"33,826","1,361","687,774","27,671","36,785","1,480"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65LS03B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,50,"45,714",910,"929,491","18,497","49,714",989
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q80B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,50,"41,506",826,"843,934","16,791","45,138",898
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q70B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,30,"20,434",681,"415,483","13,849","22,222",741
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN700B,LCD-DISPLAY,55,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2,187,"117,944",630,"2,398,150","12,815","128,264",685
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN90B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,52,"42,707",827,"868,364","16,809","46,444",899
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50Q60C,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,36,"18,930",528,"384,902","10,742","20,586",575
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q70B,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,35,"60,865","1,739","1,237,566","35,359","66,191","1,891"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32J4003,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2/C,68,"6,685",98,"135,932","1,999","7,270",107
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q70B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,23,"13,766",599,"279,906","12,170","14,971",651
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA58Q60T,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,46,"31,671",688,"643,954","13,999","34,442",749
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN90B,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,28,"39,044","1,394","793,872","28,353","42,460","1,516"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55S90C,OLED-DISPLAY,55,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,52,"57,496","1,102","1,169,066","22,409","62,527","1,199"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN700B,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2,33,"50,321","1,528","1,023,167","31,059","54,724","1,661"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q80B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,26,"16,764",633,"340,856","12,877","18,231",689
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,30,"17,531",582,"356,464","11,829","19,065",633
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QE1C,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,65,"37,928",588,"771,195","11,955","41,247",639
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS03B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,18,"15,330",854,"311,696","17,372","16,671",929
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q70B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,31,"36,940","1,181","751,088","24,012","40,172","1,284"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA43LS01B,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,19,"8,040",423,"163,481","8,604","8,744",460
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA49N5300,LCD-DISPLAY,49,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/S,1,334,334,"6,792","6,792",363,363
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55BU8000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,16,"7,381",461,"150,084","9,380","8,027",502
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN90C,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,91,"86,629",949,"1,761,425","19,286","94,209","1,032"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN90A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"6,024",861,"122,493","17,499","6,552",936
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65S90C,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,34,"59,994","1,765","1,219,852","35,878","65,243","1,919"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA60BU8000,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"1,551",605,"31,536","12,299","1,687",658
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UN65CU7000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/C,52,"26,339",507,"535,548","10,299","28,644",551
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA85CU8000,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,66,"82,598","1,245","1,679,447","25,316","89,825","1,354"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA58TU7000,LCD-DISPLAY,58,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,32,"15,850",495,"322,275","10,071","17,237",539
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75Q70C,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,31,"40,081","1,293","814,955","26,289","43,588","1,406"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q70C,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,36,"21,155",588,"430,141","11,948","23,006",639
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q70C,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,6,"10,181","1,688","207,008","34,330","11,072","1,836"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5000,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/S,54,"3,380",63,"68,723","1,273","3,676",68
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN90A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,14,"16,696","1,193","339,472","24,248","18,157","1,297"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75LS03B,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,15,"24,519","1,635","498,537","33,236","26,664","1,778"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN90C,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,52,"85,348","1,631","1,735,375","33,161","92,816","1,774"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50LS01B,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,14,"7,244",517,"147,282","10,520","7,877",563
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65CU8000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"5,060",633,"102,892","12,861","5,503",688
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS01T,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,16,"12,713",788,"258,490","16,020","13,825",857
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QE1C,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,14,"7,106",508,"144,486","10,320","7,728",552
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50QN90C,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,30,"25,541",847,"519,333","17,214","27,776",921
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75BU8000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,5,"5,044",984,"102,559","19,999","5,485","1,070"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA60AU8000,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,18,"14,000",778,"284,661","15,815","15,225",846
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,15,"12,109",807,"246,216","16,414","13,169",878
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA49RU7100,LCD-DISPLAY,49,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,135,135,"2,750","2,750",147,147
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA98Q80C,LCD-DISPLAY,98,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,47,"212,327","4,529","4,317,221","92,082","230,905","4,925"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50LS01T,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,12,"10,803",871,"219,660","17,704","11,748",947
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75CU8000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,5,"6,423","1,378","130,602","28,026","6,985","1,499"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50Q60A,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,14,"8,709",622,"177,084","12,649","9,471",677
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85Q60A,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,11,"22,316","2,004","453,742","40,746","24,268","2,179"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN800A,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/S/C,8,"16,229","1,974","329,992","40,145","17,650","2,147"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA43TU7000,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,62,"14,392",232,"292,639","4,720","15,652",252
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA32N5003AKXMV,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,7,681,101,"13,841","2,047",740,110
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA43QN90C,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,21,"15,348",725,"312,061","14,741","16,690",788
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA32LS03T,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,1,482,482,"9,799","9,799",524,524
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS03A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,7,"6,885",984,"139,993","19,999","7,487","1,070"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN85B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,2,"1,768",884,"35,955","17,977","1,923",962
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55LS01B,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/C,8,"6,296",766,"128,008","15,573","6,846",833
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q70A,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,590,590,"11,995","11,995",642,642
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN800B,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,676","1,676","34,086","34,086","1,823","1,823"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN85A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,6,"9,236","1,539","187,794","31,299","10,044","1,674"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN90C,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,16,"42,774","2,673","869,725","54,358","46,517","2,907"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60T,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,8,"3,420",428,"69,541","8,693","3,719",465
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65LS03T,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"10,775","1,539","219,093","31,299","11,718","1,674"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65AU8000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,5,"3,339",668,"67,895","13,579","3,631",726
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA98QN90A,LCD-DISPLAY,98,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,3,"24,664","8,221","501,493","167,164","26,822","8,941"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN700B,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,2,"4,492","2,213","91,340","44,995","4,885","2,407"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50QE1C,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,18,"8,493",472,"172,682","9,593","9,236",513
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA55TU7000,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"1,451",363,"29,497","7,374","1,578",394
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA77S95C,OLED-DISPLAY,77,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,7,"28,495","4,071","579,394","82,771","30,989","4,427"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q80C,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,5,"6,825","1,365","138,780","27,756","7,423","1,485"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q80C,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,3,"3,054","1,018","62,098","20,699","3,321","1,107"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85QN90C,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,15,"56,029","3,735","1,139,236","75,949","60,932","4,062"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA50TU7000,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,4,"1,377",344,"27,996","6,999","1,497",374
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55QN700C,LCD-DISPLAY,55,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,3,"3,787","1,262","76,998","25,666","4,118","1,373"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA32LS03B,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2/S/C,7,"2,537",362,"51,593","7,370","2,759",394
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA50QN90A,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,3,"2,016",672,"40,990","13,663","2,192",731
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN800C,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,5,"21,593","4,731","439,045","96,195","23,482","5,145"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65S95C,OLED-DISPLAY,65,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,7,"18,859","2,694","383,452","54,779","20,509","2,930"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA65TU7000,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,9,"4,210",468,"85,592","9,510","4,578",509
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN800C,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,10,"25,746","2,575","523,484","52,348","27,998","2,800"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85QN900B,LCD-DISPLAY,85,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,1,"5,410","5,410","109,999","109,999","5,883","5,883"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA85QN900C,LCD-DISPLAY,85,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,8,"48,025","6,003","976,490","122,061","52,227","6,528"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA43LS01T,LCD-DISPLAY,43,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,4,"1,791",448,"36,412","9,103","1,947",487
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA70TU7000,LCD-DISPLAY,70,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,9,"4,426",492,"89,995","9,999","4,813",535
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN900B,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,-1,"-5,410","5,410","-109,999","109,999","-5,883","5,883"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA85AU8000,LCD-DISPLAY,85,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S,4,"3,074",768,"62,499","15,625","3,343",836
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA75TU8000,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"1,279","1,279","25,999","25,999","1,391","1,391"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN800A,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/S/C,1,"2,262","2,262","46,001","46,001","2,460","2,460"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN700C,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,5,"12,393","2,479","251,995","50,399","13,478","2,696"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65QN700C,LCD-DISPLAY,65,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,4,"7,539","1,885","153,298","38,325","8,199","2,050"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN85A,LCD-DISPLAY,75,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/S/C,3,"5,066","1,689","102,997","34,332","5,509","1,836"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60T,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,5,"1,598",320,"32,498","6,500","1,738",348
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA75QN900C,LCD-DISPLAY,75,7680x4320,LED,Ultra HD/8k (7680x4320p),Smart TV,NOT CURVED,DVB-T/T2/C,2,"9,984","4,992","202,998","101,499","10,857","5,429"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65LS03A,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,1,"1,131","1,131","22,995","22,995","1,230","1,230"
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA55Q60R,LCD-DISPLAY,55,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,8,"1,967",246,"39,996","5,000","2,139",267
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA49N5000,LCD-DISPLAY,49,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,1,305,305,"6,200","6,200",332,332
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA32LS03C,LCD-DISPLAY,32,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T/T2,1,541,541,"10,999","10,999",588,588
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,QA65Q60R,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2,1,320,320,"6,500","6,500",348,348
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,UA48J6300,LCD-DISPLAY,48,1920x1080,LED,Full HD,Smart TV,CURVED,DVB-T/T2/C,1,491,491,"9,990","9,990",534,534
December 2023,PTV/FLAT,Panelmarket,SAMSUNG,<Others>,,,,,,,,,-1,0,0,0,0,0,0
December 2023,PTV/FLAT,Panelmarket,SINOTEC,STL-32WG6A,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T/T2,"1,389","129,898",93,"2,641,194","1,901","141,264",102
